5.988118648529052734e-01
6.007920503616333008e-01
5.829703211784362793e-01
5.710890889167785645e-01
5.908910632133483887e-01
5.500990152359008789e-01
5.132673382759094238e-01
4.443564414978027344e-01
3.932673335075378418e-01
3.647524714469909668e-01
3.449504971504211426e-01
2.756435573101043701e-01
1.924752444028854370e-01
