9.444574682131032716e-05
3.108276989137052741e-03
5.541941500979031578e-03
1.289184444110886077e-02
1.843547247328113092e-02
3.021757938923959330e-02
4.292053233670583418e-02
5.815834166760831120e-02
6.794865524435307613e-02
8.132959373150086546e-02
8.722064718948009665e-02
9.554367862810807244e-02
1.019676759431504126e-01
